County,Year,Area burned percent
Alameda,2015,0.731120267381
Alameda,2014,0.0274857243376
Alameda,2013,0.178234350897
Alameda,2012,0.0243142946064
Alameda,2011,0.318622973668
Alameda,2010,0.179714351438
Alameda,2009,0.115228613569
Alameda,2008,0.0414400151552
Alameda,2007,0.0900686043679
Alameda,2006,0.0549714486753
Alameda,2005,1.47471482504
Alameda,2004,0.0213542935239
Alameda,2003,0.150960055208
Alameda,2002,0.399600146139
Alameda,2001,0.134891477903
Alpine,2015,0.0
Alpine,2014,0.0
Alpine,2013,0.0
Alpine,2012,0.0
Alpine,2011,0.0
Alpine,2010,0.0
Alpine,2009,0.0
Alpine,2008,0.0
Alpine,2007,0.0
Alpine,2006,0.0
Alpine,2005,0.0
Alpine,2004,0.0
Alpine,2003,0.0
Alpine,2002,0.0
Alpine,2001,0.0
Amador,2015,18.6297470483
Amador,2014,0.0470395068788
Amador,2013,0.0580767096101
Amador,2012,0.0268046352047
Amador,2011,0.0302209122406
Amador,2010,0.0110372027313
Amador,2009,0.0210232432978
Amador,2008,0.0914511083454
Amador,2007,0.0738441420835
Amador,2006,0.149265027414
Amador,2005,0.0580767096101
Amador,2004,0.0885604123919
Amador,2003,0.160302230146
Amador,2002,0.160302230146
Amador,2001,0.911883178042
Butte,2015,0.00152768781394
Butte,2014,0.0533735929995
Butte,2013,0.326161348276
Butte,2012,0.0296944318835
Butte,2011,0.0263526147905
Butte,2010,0.0181412927905
Butte,2009,0.0137491903255
Butte,2008,7.61609663542
Butte,2007,0.263144225951
Butte,2006,0.0762889102086
Butte,2005,0.0198599415812
Butte,2004,0.20872034758
Butte,2003,0.107606510394
Butte,2002,0.292074813928
Butte,2001,0.996434376642
Calaveras,2015,0.0448831384006
Calaveras,2014,0.0493254968089
Calaveras,2013,0.0323219870393
Calaveras,2012,0.0871621356653
Calaveras,2011,0.175549749512
Calaveras,2010,0.0350793129479
Calaveras,2009,0.103093352026
Calaveras,2008,0.0632653111244
Calaveras,2007,0.0798092665758
Calaveras,2006,0.205573964961
Calaveras,2005,0.136947186792
Calaveras,2004,0.709245497593
Calaveras,2003,0.113356731797
Calaveras,2002,0.221811550867
Calaveras,2001,3.20186811894
Colusa,2015,0.0107268864112
Colusa,2014,0.00217253395671
Colusa,2013,0.00149361709524
Colusa,2012,0.58183175028
Colusa,2011,0.0104553196666
Colusa,2010,0.000950483606059
Colusa,2009,0.00203675058441
Colusa,2008,0.0103195362944
Colusa,2007,0.00108626697835
Colusa,2006,0.0454874297185
Colusa,2005,0.00624603512553
Colusa,2004,0.00746808547618
Colusa,2003,0.0316375257445
Colusa,2002,0.0283787248095
Colusa,2001,0.000950483606059
Contra Costa,2015,0.0792227700645
Contra Costa,2014,0.0458313545828
Contra Costa,2013,0.866649090706
Contra Costa,2012,0.0316454591167
Contra Costa,2011,0.10344791463
Contra Costa,2010,0.0892620191636
Contra Costa,2009,0.07594910188
Contra Costa,2008,0.0357921054837
Contra Costa,2007,0.101701958265
Contra Costa,2006,0.0739849009694
Contra Costa,2005,0.36926977121
Contra Costa,2004,0.137712308294
Contra Costa,2003,0.185944352879
Contra Costa,2002,0.221299969271
Contra Costa,2001,0.0316454591167
Del Norte,2015,0.000931565925057
Del Norte,2014,0.00217365382513
Del Norte,2013,0.00232891481264
Del Norte,2012,0.0189418404762
Del Norte,2011,0.000465782962529
Del Norte,2010,0.00341574172521
Del Norte,2009,0.048441428103
Del Norte,2008,0.00527887357533
Del Norte,2007,0.00357100271272
Del Norte,2006,0.00217365382513
Del Norte,2005,0.00015526098751
Del Norte,2004,0.00310521975019
Del Norte,2003,0.00108682691257
Del Norte,2002,0.0267048898516
Del Norte,2001,0.00310521975019
El Dorado,2015,0.0343993723212
El Dorado,2014,9.33952107291
El Dorado,2013,0.0536117877134
El Dorado,2012,0.0271718446261
El Dorado,2011,0.00997215846547
El Dorado,2010,0.0121678630817
El Dorado,2009,0.0120763753894
El Dorado,2008,0.0720008138745
El Dorado,2007,0.0601989015622
El Dorado,2006,0.0689817200272
El Dorado,2005,0.0269888692414
El Dorado,2004,0.02927606155
El Dorado,2003,0.0489459154039
El Dorado,2002,0.10228324004
El Dorado,2001,0.0391567323231
Fresno,2015,0.0103065379432
Fresno,2014,0.0063465195477
Fresno,2013,0.0133486712801
Fresno,2012,0.0150533149602
Fresno,2011,0.0345649287763
Fresno,2010,0.00944110345939
Fresno,2009,0.00700215173238
Fresno,2008,0.0477824736195
Fresno,2007,0.0212949333584
Fresno,2006,0.306127779671
Fresno,2005,0.190133333557
Fresno,2004,0.0427996690159
Fresno,2003,0.0238125609476
Fresno,2002,0.0315490207268
Fresno,2001,0.00928375173507
Glenn,2015,0.000356748734731
Glenn,2014,0.00011891624491
Glenn,2013,0.0266372388599
Glenn,2012,0.000594581224552
Glenn,2011,0.000237832489821
Glenn,2010,0.000951329959283
Glenn,2009,0.000356748734731
Glenn,2008,0.00677822595989
Glenn,2007,0.000594581224552
Glenn,2006,0.00011891624491
Glenn,2005,0.00618364473534
Glenn,2004,0.0
Glenn,2003,0.0604094524145
Glenn,2002,0.000356748734731
Glenn,2001,0.0103457133072
Humboldt,2015,0.160060356111
Humboldt,2014,0.0261001292044
Humboldt,2013,0.0146703746367
Humboldt,2012,0.00945910722844
Humboldt,2011,0.0304355533508
Humboldt,2010,0.0109480407737
Humboldt,2009,0.0321872398746
Humboldt,2008,0.0713374336811
Humboldt,2007,0.0109918329368
Humboldt,2006,0.00836430315107
Humboldt,2005,0.00389750251542
Humboldt,2004,0.0187430458045
Humboldt,2003,1.10684692222
Humboldt,2002,0.00507989091898
Humboldt,2001,0.0336323812567
Imperial,2015,0.0
Imperial,2014,0.0
Imperial,2013,0.0
Imperial,2012,0.0
Imperial,2011,0.0
Imperial,2010,0.0
Imperial,2009,0.0
Imperial,2008,0.0
Imperial,2007,0.0
Imperial,2006,0.0
Imperial,2005,0.0
Imperial,2004,0.0
Imperial,2003,0.0
Imperial,2002,0.0
Imperial,2001,0.000112232437868
Inyo,2015,0.107462468863
Inyo,2014,0.00210259329252
Inyo,2013,0.00672215957756
Inyo,2012,0.000322295322212
Inyo,2011,0.100540793134
Inyo,2010,4.60421888874e-05
Inyo,2009,0.0155315650514
Inyo,2008,0.0120170112996
Inyo,2007,0.00122779170366
Inyo,2006,0.0
Inyo,2005,0.0025630151814
Inyo,2004,0.0025630151814
Inyo,2003,0.000613895851832
Inyo,2002,0.0172044312476
Inyo,2001,0.00104362294811
Kern,2015,0.0
Kern,2014,0.0
Kern,2013,0.0
Kern,2012,0.0
Kern,2011,0.0
Kern,2010,0.0
Kern,2009,0.0
Kern,2008,0.0
Kern,2007,0.0
Kern,2006,0.0
Kern,2005,0.0
Kern,2004,0.0
Kern,2003,0.0
Kern,2002,0.0
Kern,2001,0.0
Kings,2015,0.000224913992889
Kings,2014,0.000674741978667
Kings,2013,0.000674741978667
Kings,2012,0.00584776381512
Kings,2011,0.00539793582934
Kings,2010,0.0
Kings,2009,0.0
Kings,2008,0.109533114537
Kings,2007,0.638755739805
Kings,2006,0.00359862388623
Kings,2005,0.000899655971556
Kings,2004,0.0
Kings,2003,0.0
Kings,2002,0.0
Kings,2001,0.000112456996445
Lake,2015,21.3706813189
Lake,2014,0.0426545612276
Lake,2013,0.108190869586
Lake,2012,1.03900541999
Lake,2011,0.0103216576731
Lake,2010,0.0629248046098
Lake,2009,0.193997421327
Lake,2008,1.8796609124
Lake,2007,0.0534736481862
Lake,2006,0.140772487783
Lake,2005,0.127217539755
Lake,2004,1.62995141111
Lake,2003,0.179198900084
Lake,2002,0.0375559110517
Lake,2001,0.0463852808685
Lassen,2015,0.00739758168582
Lassen,2014,0.454865255286
Lassen,2013,0.00622773155876
Lassen,2012,0.0102533922901
Lassen,2011,0.00203003404401
Lassen,2010,0.0114232424172
Lassen,2009,0.0394996454666
Lassen,2008,0.546732897617
Lassen,2007,0.0285581060429
Lassen,2006,0.0845732827151
Lassen,2005,0.00106662805702
Lassen,2004,0.124004113468
Lassen,2003,0.0461058579488
Lassen,2002,0.000894591273634
Lassen,2001,0.188380277813
Los Angeles,2015,0.0
Los Angeles,2014,0.0
Los Angeles,2013,0.0
Los Angeles,2012,0.0
Los Angeles,2011,0.0
Los Angeles,2010,0.0
Los Angeles,2009,0.0
Los Angeles,2008,0.0
Los Angeles,2007,0.0
Los Angeles,2006,0.0
Los Angeles,2005,0.0
Los Angeles,2004,0.0
Los Angeles,2003,0.0
Los Angeles,2002,0.0
Los Angeles,2001,0.0
Madera,2015,0.084154356198
Madera,2014,0.0729678952959
Madera,2013,0.0843005844451
Madera,2012,0.0137454552261
Madera,2011,0.0513261147272
Madera,2010,0.0114058032727
Madera,2009,0.0372882030069
Madera,2008,0.268548175773
Madera,2007,0.0430642187668
Madera,2006,0.0537388808041
Madera,2005,0.188561324617
Madera,2004,0.0373613171305
Madera,2003,0.104187626049
Madera,2002,0.0344367521887
Madera,2001,0.053592652557
Marin,2015,0.0
Marin,2014,0.0
Marin,2013,0.0
Marin,2012,0.0
Marin,2011,0.0
Marin,2010,0.0
Marin,2009,0.0
Marin,2008,0.0
Marin,2007,0.0
Marin,2006,0.0
Marin,2005,0.0
Marin,2004,0.0
Marin,2003,0.0
Marin,2002,0.0
Marin,2001,0.0
Mariposa,2015,0.0121866415428
Mariposa,2014,0.0568350450712
Mariposa,2013,0.0142357228641
Mariposa,2012,0.188731174335
Mariposa,2011,0.0120787951574
Mariposa,2010,0.0188731174335
Mariposa,2009,0.0171475752681
Mariposa,2008,4.04488652835
Mariposa,2007,0.0176868071948
Mariposa,2006,0.0912380419928
Mariposa,2005,0.177191611104
Mariposa,2004,0.244595601938
Mariposa,2003,0.163063734625
Mariposa,2002,0.0507956474924
Mariposa,2001,1.31809852156
Mendocino,2015,0.01622061751
Mendocino,2014,0.58853213037
Mendocino,2013,0.0310152466675
Mendocino,2012,0.237649871376
Mendocino,2011,0.0341345961886
Mendocino,2010,0.0104721019639
Mendocino,2009,0.0143044456613
Mendocino,2008,2.95068183633
Mendocino,2007,0.0316391165717
Mendocino,2006,0.0712994176264
Mendocino,2005,0.0279850214183
Mendocino,2004,0.0305250631713
Mendocino,2003,0.0457207515529
Mendocino,2002,0.106860002168
Mendocino,2001,0.0590893923578
Merced,2015,0.305964045954
Merced,2014,0.00314927363215
Merced,2013,0.0230946733024
Merced,2012,0.0368222763144
Merced,2011,0.112808596516
Merced,2010,0.247016103609
Merced,2009,0.00589479423454
Merced,2008,0.127182204375
Merced,2007,0.0173613802798
Merced,2006,0.128393463465
Merced,2005,0.543451578061
Merced,2004,0.0658117438513
Merced,2003,0.23902179362
Merced,2002,0.122740921048
Merced,2001,0.207206054874
Modoc,2015,0.00733835830077
Modoc,2014,0.000717882877249
Modoc,2013,0.0250860183216
Modoc,2012,0.000518470966902
Modoc,2011,0.00131611860829
Modoc,2010,0.00342988485797
Modoc,2009,0.00809612356009
Modoc,2008,0.00159529528278
Modoc,2007,0.00474600346626
Modoc,2006,0.0345381428721
Modoc,2005,0.000239294292416
Modoc,2004,0.00470612108419
Modoc,2003,0.00131611860829
Modoc,2002,0.0033900024759
Modoc,2001,0.0224537811051
Mono,2015,0.0
Mono,2014,0.0
Mono,2013,0.0
Mono,2012,0.0
Mono,2011,0.0
Mono,2010,0.0
Mono,2009,0.0
Mono,2008,0.0
Mono,2007,0.0
Mono,2006,0.0
Mono,2005,0.0
Mono,2004,0.0
Mono,2003,5.12466464195e-05
Mono,2002,0.0
Mono,2001,0.0
Monterey,2015,0.0574399500091
Monterey,2014,0.0178130524904
Monterey,2013,0.00962095348412
Monterey,2012,0.134169435469
Monterey,2011,0.085778897153
Monterey,2010,0.0191942784856
Monterey,2009,0.473379488508
Monterey,2008,0.037245473389
Monterey,2007,0.019861077242
Monterey,2006,0.719237715662
Monterey,2005,0.0945425379504
Monterey,2004,0.0240047552277
Monterey,2003,0.0276721483875
Monterey,2002,0.013859888435
Monterey,2001,0.0134312320917
Napa,2015,1.70643974825
Napa,2014,2.28750200438
Napa,2013,0.0933290795874
Napa,2012,0.0492744133839
Napa,2011,0.129240940189
Napa,2010,0.0357030707146
Napa,2009,0.0425931369929
Napa,2008,1.00949910471
Napa,2007,0.123394823347
Napa,2006,0.141768333422
Napa,2005,0.0668127639104
Napa,2004,0.263701627559
Napa,2003,0.115043227858
Napa,2002,0.197932813085
Napa,2001,0.0321536426319
Nevada,2015,0.407195882101
Nevada,2014,0.0345855476785
Nevada,2013,0.0213712582353
Nevada,2012,0.0117460350606
Nevada,2011,0.00717813253704
Nevada,2010,0.0089726656713
Nevada,2009,0.0127248713157
Nevada,2008,0.0207187007319
Nevada,2007,0.0691710953569
Nevada,2006,0.0107671988056
Nevada,2005,0.0208818401078
Nevada,2004,0.0262654395105
Nevada,2003,0.0433950739739
Nevada,2002,0.0647663322092
Nevada,2001,0.923368867265
Orange,2015,0.0
Orange,2014,0.0
Orange,2013,0.0
Orange,2012,0.0
Orange,2011,0.0
Orange,2010,0.0
Orange,2009,0.0
Orange,2008,0.0
Orange,2007,0.0
Orange,2006,0.0
Orange,2005,0.0
Orange,2004,0.0
Orange,2003,0.0
Orange,2002,0.0
Orange,2001,0.0
Placer,2015,0.0220991677387
Placer,2014,0.0613002039786
Placer,2013,0.0194339414787
Placer,2012,0.302503180503
Placer,2011,0.00644096346152
Placer,2010,0.0320937662135
Placer,2009,0.121823050298
Placer,2008,0.167909254376
Placer,2007,0.0287622333885
Placer,2006,0.0137703356764
Placer,2005,0.0127708758289
Placer,2004,0.118380466379
Placer,2003,0.023653883057
Placer,2002,0.0685185250993
Placer,2001,0.378906333288
Plumas,2015,0.000122403095917
Plumas,2014,0.0
Plumas,2013,0.000122403095917
Plumas,2012,0.00618135634381
Plumas,2011,0.000244806191834
Plumas,2010,6.12015479585e-05
Plumas,2009,0.00195844953467
Plumas,2008,0.000183604643876
Plumas,2007,0.000183604643876
Plumas,2006,6.12015479585e-05
Plumas,2005,0.0
Plumas,2004,6.12015479585e-05
Plumas,2003,6.12015479585e-05
Plumas,2002,0.000122403095917
Plumas,2001,0.000244806191834
Riverside,2015,0.0272324352527
Riverside,2014,0.00806565757485
Riverside,2013,1.07238554745
Riverside,2012,0.135641811259
Riverside,2011,0.0502585867164
Riverside,2010,0.0985874865399
Riverside,2009,0.0551586905119
Riverside,2008,0.672680178117
Riverside,2007,0.108821331635
Riverside,2006,1.01564408005
Riverside,2005,0.234771344679
Riverside,2004,0.863025360509
Riverside,2003,0.472968425639
Riverside,2002,0.035233047202
Riverside,2001,0.104311501593
Sacramento,2015,0.0981583803284
Sacramento,2014,0.0152258873777
Sacramento,2013,0.0134441345994
Sacramento,2012,0.0144159997512
Sacramento,2011,0.00971865151766
Sacramento,2010,0.0345012128877
Sacramento,2009,0.040170426273
Sacramento,2008,0.0085848088406
Sacramento,2007,0.0460016171836
Sacramento,2006,0.0320715500083
Sacramento,2005,0.0626853022889
Sacramento,2004,0.14011055938
Sacramento,2003,0.00631712348648
Sacramento,2002,0.0400084487477
Sacramento,2001,0.140272536905
San Benito,2015,0.0865236442454
San Benito,2014,0.0027003478048
San Benito,2013,0.0524317532098
San Benito,2012,0.00618829705266
San Benito,2011,0.0133892245321
San Benito,2010,0.0175522607312
San Benito,2009,0.0129391665647
San Benito,2008,0.437568858869
San Benito,2007,0.0655959487582
San Benito,2006,0.010126304268
San Benito,2005,0.00708841298759
San Benito,2004,0.0381424127428
San Benito,2003,0.0937245717248
San Benito,2002,0.029478796869
San Benito,2001,0.0770724269286
San Bernardino,2015,0.000412887010681
San Bernardino,2014,0.000288241875381
San Bernardino,2013,0.00518835375685
San Bernardino,2012,0.0114206105218
San Bernardino,2011,0.0155183193448
San Bernardino,2010,0.00250069302695
San Bernardino,2009,0.00938733675227
San Bernardino,2008,0.00472093449948
San Bernardino,2007,0.00832006278126
San Bernardino,2006,0.533192937208
San Bernardino,2005,0.0450514260899
San Bernardino,2004,0.00123087071109
San Bernardino,2003,0.0997316888818
San Bernardino,2002,0.00150353194455
San Bernardino,2001,0.00200990280671
San Diego,2015,0.00850591803891
San Diego,2014,0.0344322533715
San Diego,2013,0.494717564892
San Diego,2012,1.30794275941
San Diego,2011,0.647749802098
San Diego,2010,0.13349462634
San Diego,2009,0.0156375174427
San Diego,2008,0.0365865906914
San Diego,2007,13.0155032057
San Diego,2006,0.0642215383811
San Diego,2005,0.236977105189
San Diego,2004,0.408878365818
San Diego,2003,9.9001085786
San Diego,2002,2.62959156142
San Diego,2001,0.153477962169
San Francisco,2015,0.0
San Francisco,2014,0.0
San Francisco,2013,0.0
San Francisco,2012,0.0
San Francisco,2011,0.0
San Francisco,2010,0.0
San Francisco,2009,0.0
San Francisco,2008,0.0
San Francisco,2007,0.0
San Francisco,2006,0.0
San Francisco,2005,0.0
San Francisco,2004,0.0
San Francisco,2003,0.0
San Francisco,2002,0.0
San Francisco,2001,0.0
San Joaquin,2015,0.0157224793721
San Joaquin,2014,0.009096577351
San Joaquin,2013,0.0534564298652
San Joaquin,2012,0.0326802964092
San Joaquin,2011,0.0380708607653
San Joaquin,2010,0.0270651252048
San Joaquin,2009,1.63626088894
San Joaquin,2008,0.0122410732254
San Joaquin,2007,0.0606438490067
San Joaquin,2006,0.858447373717
San Joaquin,2005,0.0126902869218
San Joaquin,2004,0.143972989679
San Joaquin,2003,0.767144689935
San Joaquin,2002,0.0289742834143
San Joaquin,2001,0.00763663283788
San Luis Obispo,2015,0.211407897968
San Luis Obispo,2014,0.00530532927905
San Luis Obispo,2013,0.019279187648
San Luis Obispo,2012,0.0531006618019
San Luis Obispo,2011,0.113259306305
San Luis Obispo,2010,0.0955906650458
San Luis Obispo,2009,0.0191844496251
San Luis Obispo,2008,0.0223581733903
San Luis Obispo,2007,0.0404057667413
San Luis Obispo,2006,0.105869740524
San Luis Obispo,2005,0.0320688207314
San Luis Obispo,2004,0.0253424211098
San Luis Obispo,2003,0.161244114874
San Luis Obispo,2002,0.189049724578
San Luis Obispo,2001,0.0291793110348
San Mateo,2015,0.0128927766999
San Mateo,2014,0.00313608081889
San Mateo,2013,0.00452989451618
San Mateo,2012,0.00696906848643
San Mateo,2011,0.00209072054593
San Mateo,2010,0.00383298766754
San Mateo,2009,0.00243917397025
San Mateo,2008,0.114292723177
San Mateo,2007,0.00905978903236
San Mateo,2006,0.00174226712161
San Mateo,2005,0.00348453424321
San Mateo,2004,0.00348453424321
San Mateo,2003,0.0278762739457
San Mateo,2002,0.00836288218372
San Mateo,2001,0.00592370821347
Santa Barbara,2015,0.0
Santa Barbara,2014,0.0
Santa Barbara,2013,0.0
Santa Barbara,2012,0.0
Santa Barbara,2011,0.0
Santa Barbara,2010,0.0
Santa Barbara,2009,0.0
Santa Barbara,2008,0.0
Santa Barbara,2007,0.0
Santa Barbara,2006,0.0
Santa Barbara,2005,0.0
Santa Barbara,2004,0.0
Santa Barbara,2003,0.0
Santa Barbara,2002,0.0
Santa Barbara,2001,0.0
Santa Clara,2015,0.0221639795365
Santa Clara,2014,0.0325798387722
Santa Clara,2013,0.0179249670568
Santa Clara,2012,0.00314898069917
Santa Clara,2011,0.0136859545772
Santa Clara,2010,0.00823579567475
Santa Clara,2009,0.197537981552
Santa Clara,2008,0.613203433842
Santa Clara,2007,5.84668824122
Santa Clara,2006,0.0790878614061
Santa Clara,2005,0.0144126424308
Santa Clara,2004,0.217764126812
Santa Clara,2003,4.0586727773
Santa Clara,2002,0.441583985738
Santa Clara,2001,0.0334276412681
Santa Cruz,2015,0.00350989509626
Santa Cruz,2014,0.00526484264438
Santa Cruz,2013,0.0157945279331
Santa Cruz,2012,0.0428207201743
Santa Cruz,2011,0.00701979019251
Santa Cruz,2010,0.00807275872139
Santa Cruz,2009,2.92374261518
Santa Cruz,2008,0.463657142215
Santa Cruz,2007,0.0150925489139
Santa Cruz,2006,0.00982770626952
Santa Cruz,2005,0.00737077970214
Santa Cruz,2004,0.0108806747984
Santa Cruz,2003,0.00666880068289
Santa Cruz,2002,0.0157945279331
Santa Cruz,2001,0.0382578565492
Shasta,2015,0.0317847115537
Shasta,2014,0.534628781056
Shasta,2013,0.359895640197
Shasta,2012,0.0883184563225
Shasta,2011,0.0143610610796
Shasta,2010,0.0170925597288
Shasta,2009,0.750044697251
Shasta,2008,2.66602545426
Shasta,2007,0.0703981697304
Shasta,2006,0.0501188615776
Shasta,2005,0.0273149864915
Shasta,2004,1.02013197277
Shasta,2003,0.0772683026964
Shasta,2002,0.0420485246596
Shasta,2001,0.0934917492186
Sierra,2015,0.000163919807807
Sierra,2014,0.0
Sierra,2013,0.000655679231229
Sierra,2012,0.000327839615615
Sierra,2011,0.0022948773093
Sierra,2010,0.000655679231229
Sierra,2009,0.0
Sierra,2008,0.0
Sierra,2007,0.0
Sierra,2006,0.0
Sierra,2005,0.0
Sierra,2004,0.0
Sierra,2003,0.0
Sierra,2002,0.0
Sierra,2001,0.0
Siskiyou,2015,0.0128426907767
Siskiyou,2014,0.00726756919921
Siskiyou,2013,0.00336000630785
Siskiyou,2012,0.0147342498833
Siskiyou,2011,0.00258844930383
Siskiyou,2010,0.00154311400805
Siskiyou,2009,0.00726756919921
Siskiyou,2008,0.00587378880484
Siskiyou,2007,0.0368356247083
Siskiyou,2006,0.0767076995615
Siskiyou,2005,0.0277013853381
Siskiyou,2004,0.0807645960665
Siskiyou,2003,0.00786490365393
Siskiyou,2002,0.089301500982
Siskiyou,2001,0.0131662469397
Solano,2015,0.0363164267374
Solano,2014,0.0178730058289
Solano,2013,0.0315629677404
Solano,2012,0.0446825145722
Solano,2011,0.142413631551
Solano,2010,0.012929408472
Solano,2009,0.0403093322949
Solano,2008,0.00171124523894
Solano,2007,0.0108378865133
Solano,2006,0.0245278484247
Solano,2005,0.101153607457
Solano,2004,0.107428173333
Solano,2003,0.0254785402242
Solano,2002,0.0920269661828
Solano,2001,0.0117885783127
Sonoma,2015,0.0127907161215
Sonoma,2014,0.00813053272837
Sonoma,2013,0.415351239014
Sonoma,2012,0.0121957990926
Sonoma,2011,0.00684154583241
Sonoma,2010,0.0232017641273
Sonoma,2009,0.0287543230637
Sonoma,2008,0.133063108798
Sonoma,2007,0.0305390741505
Sonoma,2006,0.0294483929308
Sonoma,2005,0.00594917028905
Sonoma,2004,0.0588967858616
Sonoma,2003,0.0248873623759
Sonoma,2002,0.0184424278961
Sonoma,2001,0.0546332138211
Stanislaus,2015,0.0188148485112
Stanislaus,2014,0.0435877323843
Stanislaus,2013,0.0284313266391
Stanislaus,2012,0.00930289731943
Stanislaus,2011,0.231004528943
Stanislaus,2010,0.0825762795769
Stanislaus,2009,0.114666048982
Stanislaus,2008,0.0617754192784
Stanislaus,2007,0.116652060769
Stanislaus,2006,3.9896886268
Stanislaus,2005,0.203722998602
Stanislaus,2004,0.00585350842571
Stanislaus,2003,0.648589638956
Stanislaus,2002,0.140588729153
Stanislaus,2001,0.0281177458306
Sutter,2015,0.0
Sutter,2014,0.0
Sutter,2013,0.000259374844375
Sutter,2012,0.0
Sutter,2011,0.0925968194419
Sutter,2010,0.0
Sutter,2009,0.0
Sutter,2008,0.0
Sutter,2007,0.0
Sutter,2006,0.0
Sutter,2005,0.0
Sutter,2004,0.0
Sutter,2003,0.0
Sutter,2002,0.0
Sutter,2001,0.0
Tehama,2015,0.0285515355747
Tehama,2014,0.0181691590021
Tehama,2013,1.00984503561
Tehama,2012,1.6042360944
Tehama,2011,0.0172156754393
Tehama,2010,0.0127131141705
Tehama,2009,0.00561495875866
Tehama,2008,0.818989409128
Tehama,2007,0.0967785816233
Tehama,2006,0.0169508188941
Tehama,2005,0.297910642063
Tehama,2004,0.0739479474253
Tehama,2003,0.0685448739029
Tehama,2002,0.0472504076672
Tehama,2001,0.13407038319
Trinity,2015,0.169015884249
Trinity,2014,0.0229024140914
Trinity,2013,0.00113037666116
Trinity,2012,0.000982936227098
Trinity,2011,0.00344027679484
Trinity,2010,0.000786348981678
Trinity,2009,0.0679208932924
Trinity,2008,0.712923645514
Trinity,2007,0.00260478100181
Trinity,2006,0.154763308957
Trinity,2005,0.000393174490839
Trinity,2004,0.000540614924904
Trinity,2003,0.00019658724542
Trinity,2002,0.000589761736259
Trinity,2001,0.0830581111897
Tulare,2015,0.0239676051258
Tulare,2014,0.0103967584397
Tulare,2013,0.0171335987994
Tulare,2012,0.0060566785926
Tulare,2011,0.111870416357
Tulare,2010,0.0815870233945
Tulare,2009,0.0207935168794
Tulare,2008,0.104874466753
Tulare,2007,0.104939244064
Tulare,2006,0.10218620834
Tulare,2005,0.176906836753
Tulare,2004,0.101927099096
Tulare,2003,0.0558704308676
Tulare,2002,0.0493926997525
Tulare,2001,0.0252631513488
Tuolumne,2015,0.0399616368286
Tuolumne,2014,0.0510073709521
Tuolumne,2013,0.0142820638666
Tuolumne,2012,0.0825967634451
Tuolumne,2011,0.0235689231296
Tuolumne,2010,0.0209657883362
Tuolumne,2009,0.00365845970966
Tuolumne,2008,0.117774260653
Tuolumne,2007,0.0181515885595
Tuolumne,2006,0.194109429595
Tuolumne,2005,0.019417978459
Tuolumne,2004,0.298305176327
Tuolumne,2003,0.0972306022838
Tuolumne,2002,0.00914614927416
Tuolumne,2001,0.0121714140341
Ventura,2015,0.0
Ventura,2014,0.0
Ventura,2013,0.0
Ventura,2012,0.0
Ventura,2011,0.0
Ventura,2010,0.0
Ventura,2009,0.0
Ventura,2008,0.0
Ventura,2007,0.0
Ventura,2006,0.0
Ventura,2005,0.0
Ventura,2004,0.0
Ventura,2003,0.0
Ventura,2002,0.0
Ventura,2001,0.0
Yolo,2015,0.0175546225941
Yolo,2014,0.0615951669968
Yolo,2013,0.029103716406
Yolo,2012,3.10778415082
Yolo,2011,0.0318754989209
Yolo,2010,0.00600552878219
Yolo,2009,0.113335107274
Yolo,2008,0.057283505307
Yolo,2007,0.0655988528516
Yolo,2006,0.114105046862
Yolo,2005,0.113951058944
Yolo,2004,6.04602760449
Yolo,2003,0.333075865535
Yolo,2002,0.240991090875
Yolo,2001,0.0109331421419
Yuba,2015,0.0178051405419
Yuba,2014,0.0311589959483
Yuba,2013,0.056630238668
Yuba,2012,0.0289333533806
Yuba,2011,0.210694163079
Yuba,2010,0.392702266397
Yuba,2009,0.979777317042
Yuba,2008,0.0719624430236
Yuba,2007,0.0949607495568
Yuba,2006,0.126119745505
Yuba,2005,0.0284387661433
Yuba,2004,0.130323737022
Yuba,2003,0.0546518897189
Yuba,2002,0.36846749177
Yuba,2001,0.0333846385161
